date,original,mod_raw,,mod,,,
1/24/24,1,1/24/24,1,1/24/24,1,,0
1/25/24,1,1/25/24,1,1/25/24,1,,0
1/26/24,1,1/26/24,1,1/26/24,1,,0
1/29/24,1,1/29/24,1,1/29/24,1,,0
1/30/24,1,1/30/24,1,1/30/24,1,,0
1/31/24,1,1/31/24,1,1/31/24,1,,0
2/1/24,0,2/1/24,0,2/1/24,1,,0
2/2/24,0,2/2/24,0,2/2/24,0,,0
2/5/24,1,2/5/24,1,2/5/24,0,,0
2/6/24,1,2/6/24,1,2/6/24,1,,0
2/7/24,1,2/7/24,1,2/7/24,1,,0
2/8/24,1,2/8/24,1,2/8/24,1,,0
2/9/24,1,2/9/24,1,2/9/24,1,,0
2/12/24,1,2/12/24,1,2/12/24,1,,0
2/13/24,1,2/13/24,1,2/13/24,1,,0
2/14/24,1,2/14/24,1,2/14/24,1,,0
2/15/24,1,2/15/24,1,2/15/24,1,,0
2/16/24,1,2/16/24,1,2/16/24,1,,0
2/19/24,1,2/19/24,1,2/19/24,1,,0
2/20/24,1,2/20/24,1,2/20/24,1,,0
2/21/24,1,2/21/24,1,2/21/24,1,,0
2/22/24,1,2/22/24,1,2/22/24,1,,0
2/23/24,1,2/23/24,1,2/23/24,1,,0
2/26/24,1,2/26/24,1,2/26/24,1,,0
2/27/24,1,2/27/24,1,2/27/24,1,,0
2/28/24,1,2/28/24,1,2/28/24,1,,0
2/29/24,1,2/29/24,1,2/29/24,1,,0
3/1/24,1,3/1/24,1,3/1/24,1,,0
3/4/24,1,3/4/24,1,3/4/24,1,,0
3/5/24,0,3/5/24,0,3/5/24,1,,0
3/6/24,0,3/6/24,0,3/6/24,0,,0
3/7/24,0,3/7/24,0,3/7/24,0,,0
3/8/24,0,3/8/24,0,3/8/24,0,,0
3/11/24,0,3/11/24,0,3/11/24,0,,0
3/12/24,0,3/12/24,0,3/12/24,0,,0
3/13/24,0,3/13/24,0,3/13/24,0,,0
3/14/24,1,3/14/24,1,3/14/24,0,,0
3/15/24,1,3/15/24,1,3/15/24,1,,0
3/18/24,1,3/18/24,1,3/18/24,1,,0
3/19/24,1,3/19/24,1,3/19/24,1,,0
3/20/24,1,3/20/24,1,3/20/24,1,,0
3/21/24,1,3/21/24,1,3/21/24,1,,0
3/22/24,1,3/22/24,1,3/22/24,1,,0
3/25/24,1,3/25/24,1,3/25/24,1,,0
3/26/24,1,3/26/24,1,3/26/24,1,,0
3/27/24,1,3/27/24,1,3/27/24,1,,0
3/28/24,1,3/28/24,1,3/28/24,1,,0
3/29/24,0,3/29/24,0,3/29/24,1,,0
4/1/24,1,4/1/24,1,4/1/24,0,,0
4/2/24,1,4/2/24,1,4/2/24,1,,0
4/3/24,1,4/3/24,1,4/3/24,1,,0
4/4/24,1,4/4/24,1,4/4/24,1,,0
4/5/24,1,4/5/24,1,4/5/24,1,,0
4/8/24,1,4/8/24,1,4/8/24,1,,0
4/9/24,1,4/9/24,1,4/9/24,1,,0
4/10/24,1,4/10/24,1,4/10/24,1,,0
4/11/24,1,4/11/24,1,4/11/24,1,,0
4/12/24,1,4/12/24,1,4/12/24,1,,0
4/15/24,1,4/15/24,1,4/15/24,1,,0
4/16/24,1,4/16/24,1,4/16/24,1,,0
4/17/24,1,4/17/24,1,4/17/24,1,,0
4/18/24,1,4/18/24,1,4/18/24,1,,0
4/19/24,1,4/19/24,1,4/19/24,1,,0
4/22/24,1,4/22/24,1,4/22/24,1,,0
4/23/24,1,4/23/24,1,4/23/24,1,,0
4/24/24,1,4/24/24,1,4/24/24,1,,0
4/25/24,1,4/25/24,1,4/25/24,1,,0
4/26/24,1,4/26/24,1,4/26/24,1,,0
4/29/24,1,4/29/24,1,4/29/24,1,,0
4/30/24,1,4/30/24,1,4/30/24,1,,0
5/1/24,1,5/1/24,1,5/1/24,1,,0
5/2/24,1,5/2/24,1,5/2/24,1,,0
5/3/24,1,5/3/24,1,5/3/24,1,,0
5/6/24,1,5/6/24,1,5/6/24,1,,0
5/7/24,1,5/7/24,1,5/7/24,1,,0
5/8/24,1,5/8/24,1,5/8/24,1,,0
5/9/24,1,5/9/24,1,5/9/24,1,,0
5/10/24,1,5/10/24,1,5/10/24,1,,0
5/13/24,1,5/13/24,1,5/13/24,1,,0
5/14/24,1,5/14/24,1,5/14/24,1,,0
5/15/24,0,5/15/24,0,5/15/24,1,,0
5/16/24,0,5/16/24,0,5/16/24,0,,0
5/17/24,0,5/17/24,0,5/17/24,0,,0
5/20/24,0,5/20/24,0,5/20/24,0,,0
5/21/24,0,5/21/24,0,5/21/24,0,,0
5/22/24,0,5/22/24,0,5/22/24,0,,0
5/23/24,0,5/23/24,0,5/23/24,0,,0
5/24/24,0,5/24/24,0,5/24/24,0,,0
5/27/24,0,5/27/24,0,5/27/24,0,,0
5/28/24,0,5/28/24,0,5/28/24,0,,0
5/29/24,1,5/29/24,1,5/29/24,0,,0
5/30/24,1,5/30/24,1,5/30/24,1,,0
5/31/24,1,5/31/24,1,5/31/24,1,,0
6/3/24,1,6/3/24,1,6/3/24,1,,0
6/4/24,0,6/4/24,0,6/4/24,1,,0
6/5/24,0,6/5/24,0,6/5/24,0,,0
6/6/24,0,6/6/24,0,6/6/24,0,,0
6/7/24,0,6/7/24,0,6/7/24,0,,0
6/10/24,0,6/10/24,0,6/10/24,0,,0
6/11/24,0,6/11/24,0,6/11/24,0,,0
6/12/24,0,6/12/24,0,6/12/24,0,,0
6/13/24,0,6/13/24,0,6/13/24,0,,0
6/14/24,0,6/14/24,0,6/14/24,0,,0
6/17/24,0,6/17/24,0,6/17/24,0,,0
6/18/24,0,6/18/24,0,6/18/24,0,,0
6/19/24,0,6/19/24,0,6/19/24,0,,0
6/20/24,0,6/20/24,0,6/20/24,0,,0
6/21/24,0,6/21/24,0,6/21/24,0,,0
6/24/24,0,6/24/24,0,6/24/24,0,,0
6/25/24,0,6/25/24,0,6/25/24,0,,0
6/26/24,0,6/26/24,0,6/26/24,0,,0
6/27/24,0,6/27/24,0,6/27/24,0,,0
6/28/24,0,6/28/24,0,6/28/24,0,,0
7/1/24,1,7/1/24,1,7/1/24,0,,0
7/2/24,1,7/2/24,1,7/2/24,1,,0
7/3/24,1,7/3/24,1,7/3/24,1,,0
7/4/24,1,7/4/24,1,7/4/24,1,,0
7/5/24,1,7/5/24,1,7/5/24,1,,0
7/8/24,1,7/8/24,1,7/8/24,1,,0
7/9/24,1,7/9/24,1,7/9/24,1,,0
7/10/24,1,7/10/24,1,7/10/24,1,,0
7/11/24,1,7/11/24,1,7/11/24,1,,0
7/12/24,1,7/12/24,1,7/12/24,1,,0
7/15/24,1,7/15/24,1,7/15/24,1,,0
7/16/24,0,7/16/24,0,7/16/24,1,,0
7/17/24,0,7/17/24,0,7/17/24,0,,0
7/18/24,0,7/18/24,0,7/18/24,0,,0
7/19/24,0,7/19/24,0,7/19/24,0,,0
7/22/24,0,7/22/24,0,7/22/24,0,,0
7/23/24,1,7/23/24,1,7/23/24,0,,0
7/24/24,1,7/24/24,1,7/24/24,1,,0
7/25/24,1,7/25/24,1,7/25/24,1,,0
7/26/24,1,7/26/24,1,7/26/24,1,,0
7/29/24,1,7/29/24,1,7/29/24,1,,0
7/30/24,1,7/30/24,1,7/30/24,1,,0
7/31/24,0,7/31/24,0,7/31/24,1,,0
8/1/24,0,8/1/24,0,8/1/24,0,,0
8/2/24,0,8/2/24,0,8/2/24,0,,0
8/5/24,0,8/5/24,0,8/5/24,0,,0
8/6/24,0,8/6/24,0,8/6/24,0,,0
8/7/24,0,8/7/24,0,8/7/24,0,,0
8/8/24,0,8/8/24,0,8/8/24,0,,0
8/9/24,0,8/9/24,0,8/9/24,0,,0
8/12/24,0,8/12/24,0,8/12/24,0,,0
8/13/24,0,8/13/24,0,8/13/24,0,,0
8/14/24,0,8/14/24,0,8/14/24,0,,0
8/15/24,0,8/15/24,0,8/15/24,0,,0
8/16/24,0,8/16/24,0,8/16/24,0,,0
8/19/24,0,8/19/24,0,8/19/24,0,,0
8/20/24,0,8/20/24,0,8/20/24,0,,0
8/21/24,0,8/21/24,0,8/21/24,0,,0
8/22/24,0,8/22/24,0,8/22/24,0,,0
8/23/24,0,8/23/24,0,8/23/24,0,,0
8/26/24,0,8/26/24,0,8/26/24,0,,0
8/27/24,0,8/27/24,0,8/27/24,0,,0
8/28/24,0,8/28/24,0,8/28/24,0,,0
8/29/24,0,8/29/24,0,8/29/24,0,,0
8/30/24,0,8/30/24,0,8/30/24,0,,0
9/2/24,0,9/2/24,0,9/2/24,0,,0
9/3/24,0,9/3/24,0,9/3/24,0,,0
9/4/24,0,9/4/24,0,9/4/24,0,,0
9/5/24,0,9/5/24,0,9/5/24,0,,0
9/6/24,0,9/6/24,0,9/6/24,0,,0
9/9/24,0,9/9/24,0,9/9/24,0,,0
9/10/24,0,9/10/24,0,9/10/24,0,,0
9/11/24,0,9/11/24,0,9/11/24,0,,0
9/12/24,0,9/12/24,0,9/12/24,0,,0
9/13/24,0,9/13/24,0,9/13/24,0,,0
9/16/24,0,9/16/24,0,9/16/24,0,,0
9/17/24,0,9/17/24,0,9/17/24,0,,0
9/18/24,0,9/18/24,0,9/18/24,0,,0
9/19/24,0,9/19/24,0,9/19/24,0,,0
9/20/24,0,9/20/24,0,9/20/24,0,,0
9/23/24,0,9/23/24,0,9/23/24,0,,0
9/24/24,0,9/24/24,0,9/24/24,0,,0
9/25/24,0,9/25/24,0,9/25/24,0,,0
9/26/24,0,9/26/24,0,9/26/24,0,,0
9/27/24,0,9/27/24,0,9/27/24,0,,0
9/30/24,0,9/30/24,0,9/30/24,0,,0
10/1/24,0,10/1/24,0,10/1/24,0,,0
10/2/24,0,10/2/24,0,10/2/24,0,,0
10/3/24,1,10/3/24,1,10/3/24,0,,0
10/4/24,1,10/4/24,1,10/4/24,1,,0
10/7/24,1,10/7/24,1,10/7/24,1,,0
10/8/24,1,10/8/24,1,10/8/24,1,,0
10/9/24,1,10/9/24,1,10/9/24,1,,0
10/10/24,1,10/10/24,1,10/10/24,1,,0
10/11/24,1,10/11/24,1,10/11/24,1,,0
10/14/24,1,10/14/24,1,10/14/24,1,,0
10/15/24,1,10/15/24,1,10/15/24,1,,0
10/16/24,1,10/16/24,1,10/16/24,1,,0
10/17/24,1,10/17/24,1,10/17/24,1,,0
10/18/24,1,10/18/24,1,10/18/24,1,,0
10/21/24,1,10/21/24,1,10/21/24,1,,0
10/22/24,1,10/22/24,1,10/22/24,1,,0
10/23/24,1,10/23/24,1,10/23/24,1,,0
10/24/24,1,10/24/24,1,10/24/24,1,,0
10/25/24,1,10/25/24,1,10/25/24,1,,0
10/28/24,1,10/28/24,1,10/28/24,1,,0
10/29/24,1,10/29/24,1,10/29/24,1,,0
10/30/24,1,10/30/24,1,10/30/24,1,,0
10/31/24,1,10/31/24,1,10/31/24,1,,0
11/1/24,1,11/1/24,1,11/1/24,1,,0
11/4/24,1,11/4/24,1,11/4/24,1,,0
11/5/24,1,11/5/24,1,11/5/24,1,,0
11/6/24,1,11/6/24,1,11/6/24,1,,0
11/7/24,1,11/7/24,1,11/7/24,1,,0
11/8/24,1,11/8/24,1,11/8/24,1,,0
11/11/24,1,11/11/24,1,11/11/24,1,,0
11/12/24,1,11/12/24,1,11/12/24,1,,0
11/13/24,1,11/13/24,1,11/13/24,1,,0
11/14/24,1,11/14/24,1,11/14/24,1,,0
11/15/24,1,11/15/24,1,11/15/24,1,,0
11/18/24,1,11/18/24,1,11/18/24,1,,0
11/19/24,1,11/19/24,1,11/19/24,1,,0
11/20/24,1,11/20/24,1,11/20/24,1,,0
11/21/24,1,11/21/24,1,11/21/24,1,,0
11/22/24,1,11/22/24,1,11/22/24,1,,0
11/25/24,1,11/25/24,1,11/25/24,1,,0
11/26/24,1,11/26/24,1,11/26/24,1,,0
11/27/24,1,11/27/24,1,11/27/24,1,,0
11/28/24,1,11/28/24,1,11/28/24,1,,0
11/29/24,0,11/29/24,0,11/29/24,1,,0
12/2/24,0,12/2/24,0,12/2/24,0,,0
12/3/24,0,12/3/24,0,12/3/24,0,,0
12/4/24,0,12/4/24,0,12/4/24,0,,0
12/5/24,0,12/5/24,0,12/5/24,0,,0
12/6/24,0,12/6/24,0,12/6/24,0,,0
12/9/24,0,12/9/24,0,12/9/24,0,,0
12/10/24,0,12/10/24,0,12/10/24,0,,0
12/11/24,1,12/11/24,1,12/11/24,0,,0
12/12/24,1,12/12/24,1,12/12/24,1,,0
12/13/24,1,12/13/24,1,12/13/24,1,,0
12/16/24,1,12/16/24,1,12/16/24,1,,0
12/17/24,1,12/17/24,1,12/17/24,1,,0
12/18/24,1,12/18/24,1,12/18/24,1,,0
12/19/24,1,12/19/24,1,12/19/24,1,,0
12/20/24,1,12/20/24,1,12/20/24,1,,0
12/23/24,1,12/23/24,1,12/23/24,1,,0
12/24/24,1,12/24/24,1,12/24/24,1,,0
12/25/24,1,12/25/24,1,12/25/24,1,,0
12/26/24,1,12/26/24,1,12/26/24,1,,0
12/27/24,1,12/27/24,1,12/27/24,1,,0
12/30/24,1,12/30/24,1,12/30/24,1,,0
12/31/24,1,12/31/24,1,12/31/24,1,,0
1/2/25,1,1/2/25,1,1/2/25,1,,0
1/3/25,1,1/3/25,1,1/3/25,1,,0
1/6/25,1,1/6/25,1,1/6/25,1,,0
1/7/25,1,1/7/25,1,1/7/25,1,,0
1/8/25,1,1/8/25,1,1/8/25,1,,0
1/9/25,1,1/9/25,1,1/9/25,1,,0
1/10/25,1,1/10/25,1,1/10/25,1,,0
1/13/25,1,1/13/25,1,1/13/25,1,,0
1/14/25,1,1/14/25,1,1/14/25,1,,0
1/15/25,1,1/15/25,1,1/15/25,1,,0
1/16/25,1,1/16/25,1,1/16/25,1,,0
1/17/25,1,1/17/25,1,1/17/25,1,,0
1/20/25,1,1/20/25,1,1/20/25,1,,0
1/21/25,1,1/21/25,1,1/21/25,1,,0
1/22/25,1,1/22/25,1,1/22/25,1,,0
1/23/25,1,1/23/25,1,1/23/25,1,,0
1/24/25,1,1/24/25,1,1/24/25,1,,0
1/27/25,1,1/27/25,1,1/27/25,1,,0
1/28/25,1,1/28/25,1,1/28/25,1,,0
1/29/25,1,1/29/25,1,1/29/25,1,,0
1/30/25,1,1/30/25,1,1/30/25,1,,0
1/31/25,1,1/31/25,1,1/31/25,1,,0
2/3/25,1,2/3/25,1,2/3/25,1,,0
2/4/25,1,2/4/25,1,2/4/25,1,,0
2/5/25,0,2/5/25,0,2/5/25,1,,0
2/6/25,0,2/6/25,0,2/6/25,0,,0
2/7/25,0,2/7/25,0,2/7/25,0,,0
2/10/25,0,2/10/25,0,2/10/25,0,,0
2/11/25,0,2/11/25,0,2/11/25,0,,0
2/12/25,1,2/12/25,1,2/12/25,0,,0
2/13/25,1,2/13/25,1,2/13/25,1,,0
2/14/25,1,2/14/25,1,2/14/25,1,,0
2/17/25,1,2/17/25,1,2/17/25,1,,0
2/18/25,1,2/18/25,1,2/18/25,1,,0
2/19/25,1,2/19/25,1,2/19/25,1,,0
2/20/25,1,2/20/25,1,2/20/25,1,,0
2/21/25,1,2/21/25,1,2/21/25,1,,0
2/24/25,1,2/24/25,1,2/24/25,1,,0
2/25/25,0,2/25/25,0,2/25/25,1,,0
2/26/25,0,2/26/25,0,2/26/25,0,,0
2/27/25,0,2/27/25,0,2/27/25,0,,0
2/28/25,0,2/28/25,0,2/28/25,0,,0
3/3/25,0,3/3/25,0,3/3/25,0,,0
3/4/25,0,3/4/25,0,3/4/25,0,,0
3/5/25,0,3/5/25,0,3/5/25,0,,0
3/6/25,0,3/6/25,0,3/6/25,0,,0
3/7/25,0,3/7/25,0,3/7/25,0,,0
3/10/25,0,3/10/25,0,3/10/25,0,,0
3/11/25,0,3/11/25,0,3/11/25,0,,0
3/12/25,0,3/12/25,0,3/12/25,0,,0
3/13/25,0,3/13/25,0,3/13/25,0,,0
3/14/25,0,3/14/25,0,3/14/25,0,,0
3/17/25,0,3/17/25,0,3/17/25,0,,0
3/18/25,0,3/18/25,0,3/18/25,0,,0
3/19/25,0,3/19/25,0,3/19/25,0,,0
3/20/25,0,3/20/25,0,3/20/25,0,,0
3/21/25,0,3/21/25,0,3/21/25,0,,0
3/24/25,0,3/24/25,0,3/24/25,0,,0
3/25/25,1,3/25/25,1,3/25/25,0,,0
3/26/25,1,3/26/25,1,3/26/25,1,,0
3/27/25,1,3/27/25,1,3/27/25,1,,0
3/28/25,1,3/28/25,1,3/28/25,1,,0
3/31/25,1,3/31/25,1,3/31/25,1,,0
